YearWeek,Station,DelayCategory,Minutes_NORM_to_DepDelayMin,Flights_Affected,Share_of_DepDelayMin,DepDelayTotal_PosOnly_Min,DelayBasis
2025-W44,NXC,Other,53.3,3,0.03935537406321282,1354.7,PosOnly
2025-W45,NXC,Late Arrival,627.2,41,0.4812472644500597,1303.3,PosOnly
2025-W45,NXC,Ground Ops,273.9,18,0.2101947166180872,1303.3,PosOnly
2025-W45,NXC,Engineering,69.4,4,0.053261815726102724,1303.3,PosOnly
2025-W45,NXC,OCC,54.5,3,0.04183305049443076,1303.3,PosOnly
2025-W45,NXC,ATC,141.5,9,0.10858925484680311,1303.3,PosOnly
2025-W45,NXC,Weather,77.6,5,0.05952383769153211,1303.3,PosOnly
2025-W45,NXC,Other,59.1,3,0.04535006017298449,1303.3,PosOnly
2025-W46,NXC,Late Arrival,527.7,35,0.4533160754710643,1164.1,PosOnly
2025-W46,NXC,Ground Ops,259.9,17,0.2232387651598484,1164.1,PosOnly
2025-W46,NXC,Engineering,71.3,4,0.06128593575226652,1164.1,PosOnly
2025-W46,NXC,OCC,73.9,4,0.0635053159767706,1164.1,PosOnly
2025-W46,NXC,ATC,103.1,6,0.0885978129474144,1164.1,PosOnly
2025-W46,NXC,Weather,51.4,3,0.044193627714096045,1164.1,PosOnly
2025-W46,NXC,Other,76.7,5,0.06586246697853976,1164.1,PosOnly
2025-W47,NXC,Late Arrival,549.6,36,0.49559344991180326,1108.9,PosOnly
2025-W47,NXC,Ground Ops,228.3,15,0.2058373906757722,1108.9,PosOnly
2025-W47,NXC,Engineering,60.0,4,0.05410220695204589,1108.9,PosOnly
2025-W47,NXC,OCC,65.3,4,0.05886452534780441,1108.9,PosOnly
2025-W47,NXC,ATC,92.3,6,0.08326000912412805,1108.9,PosOnly
2025-W47,NXC,Weather,44.8,2,0.040413320658821514,1108.9,PosOnly
2025-W47,NXC,Other,68.7,4,0.06192909732962465,1108.9,PosOnly
2025-W48,NXC,Late Arrival,413.6,27,0.49154609147095346,841.4,PosOnly
2025-W48,NXC,Ground Ops,174.6,11,0.20755031745018288,841.4,PosOnly
2025-W48,NXC,Engineering,42.2,2,0.05010415532024515,841.4,PosOnly
2025-W48,NXC,OCC,55.2,3,0.06556817648824144,841.4,PosOnly
2025-W48,NXC,ATC,67.9,4,0.08065494174937435,841.4,PosOnly
2025-W48,NXC,Weather,46.7,3,0.05545400130538567,841.4,PosOnly
2025-W48,NXC,Other,41.3,2,0.04912231621561708,841.4,PosOnly
2025-W49,NXC,Late Arrival,292.4,19,0.4699365312054923,622.3,PosOnly
2025-W49,NXC,Ground Ops,155.5,10,0.24994874243811907,622.3,PosOnly
2025-W49,NXC,Engineering,33.9,2,0.054464264515240335,622.3,PosOnly
2025-W49,NXC,OCC,33.4,2,0.05362820515353847,622.3,PosOnly
2025-W49,NXC,ATC,64.5,4,0.1036266675458965,622.3,PosOnly
2025-W49,NXC,Weather,36.7,2,0.05897065152298904,622.3,PosOnly
2025-W49,NXC,Other,5.9,1,0.009424937618724316,622.3,PosOnly
2025-W50,NXC,Late Arrival,1150.2,76,0.5191353213429524,2215.7,PosOnly
2025-W50,NXC,Ground Ops,469.7,31,0.21199303863490007,2215.7,PosOnly
2025-W50,NXC,Engineering,129.2,8,0.05832578876468981,2215.7,PosOnly
2025-W50,NXC,OCC,143.8,9,0.06490626519419092,2215.7,PosOnly
2025-W50,NXC,ATC,178.3,11,0.08048691369027415,2215.7,PosOnly
2025-W50,NXC,Weather,118.7,7,0.053575237945731526,2215.7,PosOnly
2025-W50,NXC,Other,25.7,1,0.011577434427261168,2215.7,PosOnly
2025-W51,NXC,Late Arrival,375.5,25,0.4686066589292547,801.3,PosOnly
2025-W51,NXC,Ground Ops,187.4,12,0.2339013303429397,801.3,PosOnly
2025-W51,NXC,Engineering,47.4,3,0.0591058142148836,801.3,PosOnly
2025-W51,NXC,OCC,35.7,2,0.044507673496850614,801.3,PosOnly
2025-W51,NXC,ATC,76.2,5,0.09512191719693654,801.3,PosOnly
2025-W51,NXC,Weather,34.2,2,0.04272105298269906,801.3,PosOnly
2025-W51,NXC,Other,44.9,2,0.056035552836435916,801.3,PosOnly
2025-W52,NXC,Late Arrival,1164.6,77,0.48137766481876215,2419.4,PosOnly
2025-W52,NXC,Ground Ops,510.7,34,0.21109065019541104,2419.4,PosOnly
2025-W52,NXC,Engineering,155.5,10,0.0642660580274677,2419.4,PosOnly
2025-W52,NXC,OCC,115.8,7,0.0478703537541131,2419.4,PosOnly
2025-W52,NXC,ATC,213.8,14,0.0883846212071057,2419.4,PosOnly
2025-W52,NXC,Weather,158.9,10,0.06566426090253648,2419.4,PosOnly
2025-W52,NXC,Other,100.0,6,0.041346391094604036,2419.4,PosOnly
2025-W01,NXD,Late Arrival,185.2,12,0.4774286396937037,387.9,PosOnly
2025-W01,NXD,Ground Ops,81.0,5,0.20885736540248426,387.9,PosOnly
2025-W01,NXD,Engineering,19.8,1,0.0510576779656994,387.9,PosOnly
2025-W01,NXD,OCC,20.6,1,0.05298866367169353,387.9,PosOnly
2025-W01,NXD,ATC,33.4,2,0.08600550291754579,387.9,PosOnly
2025-W01,NXD,Weather,23.4,1,0.06040104806223674,387.9,PosOnly
2025-W01,NXD,Other,24.5,1,0.06326110228663656,387.9,PosOnly
2025-W02,NXD,Late Arrival,188.0,12,0.5001726225114527,375.8,PosOnly
2025-W02,NXD,Ground Ops,84.6,5,0.22517164276944077,375.8,PosOnly
2025-W02,NXD,Engineering,20.7,1,0.055056984359162196,375.8,PosOnly
2025-W02,NXD,OCC,23.4,1,0.06239665354667839,375.8,PosOnly
2025-W02,NXD,ATC,35.3,2,0.0939952778941503,375.8,PosOnly
2025-W02,NXD,Weather,19.1,1,0.0508389669655805,375.8,PosOnly
2025-W02,NXD,Other,4.6,1,0.012367851953535125,375.8,PosOnly
2025-W03,NXD,Late Arrival,104.8,6,0.4846220156782117,216.3,PosOnly
2025-W03,NXD,Ground Ops,47.7,3,0.22033902675480319,216.3,PosOnly
2025-W03,NXD,Engineering,14.8,1,0.06841072765935656,216.3,PosOnly
2025-W03,NXD,OCC,15.3,1,0.07064993009771159,216.3,PosOnly
2025-W03,NXD,ATC,18.1,1,0.08371814163322633,216.3,PosOnly
2025-W03,NXD,Weather,10.2,1,0.04715399331147228,216.3,PosOnly
2025-W03,NXD,Other,5.4,1,0.025106164865218328,216.3,PosOnly
2025-W04,NXD,Late Arrival,307.4,20,0.4997251434415981,615.1,PosOnly
2025-W04,NXD,Ground Ops,116.8,7,0.18995481407683698,615.1,PosOnly
2025-W04,NXD,Engineering,33.4,2,0.0542348140229429,615.1,PosOnly
2025-W04,NXD,OCC,39.4,2,0.06403564454352666,615.1,PosOnly
2025-W04,NXD,ATC,62.4,4,0.10140759829722253,615.1,PosOnly
2025-W04,NXD,Weather,42.9,2,0.06978423871811336,615.1,PosOnly
2025-W04,NXD,Other,12.8,1,0.020857746899759555,615.1,PosOnly
2025-W05,NXD,Late Arrival,566.8,37,0.4509887313433777,1256.9,PosOnly
2025-W05,NXD,Ground Ops,233.0,15,0.18537984292769774,1256.9,PosOnly
2025-W05,NXD,Engineering,61.8,4,0.04916931166891592,1256.9,PosOnly
2025-W05,NXD,OCC,86.7,5,0.068941795967673,1256.9,PosOnly
2025-W05,NXD,ATC,135.5,9,0.10783005207362664,1256.9,PosOnly
2025-W05,NXD,Weather,60.3,4,0.04793722833463785,1256.9,PosOnly
2025-W05,NXD,Other,112.8,7,0.08975303768407117,1256.9,PosOnly
2025-W06,NXD,Late Arrival,323.7,21,0.46955483685356103,689.4,PosOnly
2025-W06,NXD,Ground Ops,146.0,9,0.2117289756555166,689.4,PosOnly
2025-W06,NXD,Engineering,38.3,2,0.05557793457217574,689.4,PosOnly
2025-W06,NXD,OCC,46.0,3,0.06670273973588361,689.4,PosOnly
2025-W06,NXD,ATC,59.1,3,0.08578825209480447,689.4,PosOnly
2025-W06,NXD,Weather,35.4,2,0.05135862782303556,689.4,PosOnly
2025-W06,NXD,Other,40.9,2,0.05928863326502298,689.4,PosOnly
2025-W07,NXD,Late Arrival,335.9,22,0.5029654599191631,667.8,PosOnly
2025-W07,NXD,Ground Ops,134.0,8,0.20071525223703568,667.8,PosOnly
2025-W07,NXD,Engineering,34.0,2,0.050926593427711435,667.8,PosOnly
2025-W07,NXD,OCC,37.2,2,0.05564637378024997,667.8,PosOnly
2025-W07,NXD,ATC,73.3,4,0.10972429296653366,667.8,PosOnly
2025-W07,NXD,Weather,45.3,3,0.06785578525171987,667.8,PosOnly
2025-W07,NXD,Other,8.1,1,0.012166242417586348,667.8,PosOnly
2025-W08,NXD,Late Arrival,100.9,6,0.5090990650307711,198.2,PosOnly
2025-W08,NXD,Ground Ops,43.2,2,0.21776585715025448,198.2,PosOnly
2025-W08,NXD,Engineering,10.5,1,0.05292589916104492,198.2,PosOnly
2025-W08,NXD,OCC,9.8,1,0.04925108839591847,198.2,PosOnly
2025-W08,NXD,ATC,21.2,1,0.10686513731590651,198.2,PosOnly
2025-W08,NXD,Weather,10.5,1,0.05303047744675886,198.2,PosOnly
2025-W08,NXD,Other,2.2,1,0.011062475499345524,198.2,PosOnly
2025-W09,NXD,Late Arrival,198.9,13,0.5039063502711209,394.7,PosOnly
2025-W09,NXD,Ground Ops,80.6,5,0.20423041712350407,394.7,PosOnly
2025-W09,NXD,Engineering,22.6,1,0.05730394801721892,394.7,PosOnly
2025-W09,NXD,OCC,15.8,1,0.040127049305551554,394.7,PosOnly
2025-W09,NXD,ATC,32.7,2,0.08279812715972981,394.7,PosOnly
2025-W09,NXD,Weather,23.6,1,0.059686889443150024,394.7,PosOnly
2025-W09,NXD,Other,20.5,1,0.051947218679724794,394.7,PosOnly
2025-W10,NXD,Late Arrival,451.1,30,0.4568518296150402,987.4,PosOnly
2025-W10,NXD,Ground Ops,193.6,12,0.19611431642369984,987.4,PosOnly
2025-W10,NXD,Engineering,49.0,3,0.04965366360451666,987.4,PosOnly
2025-W10,NXD,OCC,57.6,3,0.05836934068240155,987.4,PosOnly
2025-W10,NXD,ATC,87.2,5,0.0882777152612244,987.4,PosOnly
2025-W10,NXD,Weather,51.8,3,0.052425325647780116,987.4,PosOnly
2025-W10,NXD,Other,97.1,6,0.09830780876533729,987.4,PosOnly
2025-W11,NXD,Late Arrival,581.5,38,0.46892386793693475,1240.1,PosOnly
2025-W11,NXD,Ground Ops,259.5,17,0.2092470669425597,1240.1,PosOnly
2025-W11,NXD,Engineering,68.2,4,0.05499049850335691,1240.1,PosOnly
2025-W11,NXD,OCC,71.4,4,0.05755663555668568,1240.1,PosOnly
2025-W11,NXD,ATC,132.5,8,0.10681229386148816,1240.1,PosOnly
2025-W11,NXD,Weather,65.5,4,0.05277912894438548,1240.1,PosOnly
2025-W11,NXD,Other,61.6,4,0.04969050825458926,1240.1,PosOnly
2025-W12,NXD,Late Arrival,304.0,20,0.4606261213155183,660.0,PosOnly
2025-W12,NXD,Ground Ops,151.3,10,0.22921611147475304,660.0,PosOnly
2025-W12,NXD,Engineering,36.1,2,0.05469685561871345,660.0,PosOnly
2025-W12,NXD,OCC,34.3,2,0.051988344862211495,660.0,PosOnly
2025-W12,NXD,ATC,59.8,3,0.090557898290689,660.0,PosOnly
2025-W12,NXD,Weather,37.6,2,0.05697370658122273,660.0,PosOnly
2025-W12,NXD,Other,36.9,2,0.05594096185689213,660.0,PosOnly
2025-W13,NXD,Late Arrival,319.5,21,0.5086695588381213,628.2,PosOnly
2025-W13,NXD,Ground Ops,131.9,8,0.20990970044864773,628.2,PosOnly
2025-W13,NXD,Engineering,34.7,2,0.05517199443375448,628.2,PosOnly
2025-W13,NXD,OCC,26.9,1,0.04278380973114451,628.2,PosOnly
2025-W13,NXD,ATC,52.9,3,0.08426311777554928,628.2,PosOnly
2025-W13,NXD,Weather,35.0,2,0.05579380271905042,628.2,PosOnly
2025-W13,NXD,Other,27.3,1,0.04340801605373229,628.2,PosOnly
2025-W14,NXD,Late Arrival,665.9,44,0.45806302373199825,1453.7,PosOnly
2025-W14,NXD,Ground Ops,292.2,19,0.20097935790319066,1453.7,PosOnly
2025-W14,NXD,Engineering,84.5,5,0.05811868069309,1453.7,PosOnly
2025-W14,NXD,OCC,66.2,4,0.04551509162615237,1453.7,PosOnly
2025-W14,NXD,ATC,140.9,9,0.09691587210413942,1453.7,PosOnly
2025-W14,NXD,Weather,89.6,5,0.06163121664000177,1453.7,PosOnly
2025-W14,NXD,Other,114.5,7,0.07877675730142747,1453.7,PosOnly
2025-W15,NXD,Late Arrival,85.9,5,0.4964047116075845,173.0,PosOnly
2025-W15,NXD,Ground Ops,36.6,2,0.21155025997081423,173.0,PosOnly
2025-W15,NXD,Engineering,9.8,1,0.05682514298238089,173.0,PosOnly
2025-W15,NXD,OCC,12.7,1,0.07360832606304087,173.0,PosOnly
2025-W15,NXD,ATC,14.5,1,0.08356032101236535,173.0,PosOnly
2025-W15,NXD,Weather,11.8,1,0.06811154292011522,173.0,PosOnly
2025-W15,NXD,Other,1.7,1,0.009939695443698993,173.0,PosOnly
2025-W16,NXD,Late Arrival,110.9,7,0.4809859210612181,230.5,PosOnly
2025-W16,NXD,Ground Ops,57.5,3,0.24929315380634273,230.5,PosOnly
2025-W16,NXD,Engineering,17.2,1,0.07477482519919836,230.5,PosOnly
2025-W16,NXD,OCC,14.3,1,0.06211258731591011,230.5,PosOnly
2025-W16,NXD,ATC,19.5,1,0.08468873965882927,230.5,PosOnly
2025-W16,NXD,Weather,9.9,1,0.04312454481408615,230.5,PosOnly
2025-W16,NXD,Other,1.2,1,0.005020228144415385,230.5,PosOnly
2025-W17,NXD,Late Arrival,82.3,5,0.45798134339341856,179.8,PosOnly
2025-W17,NXD,Ground Ops,36.5,2,0.20279641989207753,179.8,PosOnly
2025-W17,NXD,Engineering,9.9,1,0.05508468780353192,179.8,PosOnly
2025-W17,NXD,OCC,11.0,1,0.061223783362543034,179.8,PosOnly
2025-W17,NXD,ATC,19.4,1,0.10788896563172673,179.8,PosOnly
2025-W17,NXD,Weather,12.3,1,0.06842479135134355,179.8,PosOnly
2025-W17,NXD,Other,8.4,1,0.046600008565358564,179.8,PosOnly
2025-W18,NXD,Late Arrival,297.7,19,0.5128862768757563,580.4,PosOnly
2025-W18,NXD,Ground Ops,105.9,7,0.18251526038106206,580.4,PosOnly
2025-W18,NXD,Engineering,32.0,2,0.05521518704395901,580.4,PosOnly
2025-W18,NXD,OCC,37.4,2,0.06450961904061828,580.4,PosOnly
2025-W18,NXD,ATC,50.8,3,0.08759922802116932,580.4,PosOnly
2025-W18,NXD,Weather,35.5,2,0.06115817228432956,580.4,PosOnly
2025-W18,NXD,Other,21.0,1,0.036116256353105614,580.4,PosOnly
2025-W19,NXD,Late Arrival,89.9,5,0.5164895965941104,174.0,PosOnly
2025-W19,NXD,Ground Ops,33.1,2,0.19044724421125422,174.0,PosOnly
2025-W19,NXD,Engineering,8.8,1,0.050749645996795836,174.0,PosOnly
2025-W19,NXD,OCC,10.5,1,0.06013601119844009,174.0,PosOnly
2025-W19,NXD,ATC,17.8,1,0.10245543400679286,174.0,PosOnly
2025-W19,NXD,Weather,11.5,1,0.06628801699077398,174.0,PosOnly
2025-W19,NXD,Other,2.3,1,0.013434051001832592,174.0,PosOnly
2025-W20,NXD,Late Arrival,187.1,12,0.45424415195325835,411.8,PosOnly
2025-W20,NXD,Ground Ops,86.6,5,0.21031515956768793,411.8,PosOnly
2025-W20,NXD,Engineering,22.8,1,0.05535184244722361,411.8,PosOnly
2025-W20,NXD,OCC,30.4,2,0.07371743017514971,411.8,PosOnly
2025-W20,NXD,ATC,37.5,2,0.09106635142212412,411.8,PosOnly
2025-W20,NXD,Weather,19.6,1,0.04763647943881846,411.8,PosOnly
2025-W20,NXD,Other,27.9,1,0.06766858499573786,411.8,PosOnly
2025-W21,NXD,Late Arrival,229.9,15,0.48737339429056614,471.7,PosOnly
2025-W21,NXD,Ground Ops,108.8,7,0.23072068406155147,471.7,PosOnly
2025-W21,NXD,Engineering,27.5,1,0.05832400411533757,471.7,PosOnly
2025-W21,NXD,OCC,19.9,1,0.04215538806171659,471.7,PosOnly
2025-W21,NXD,ATC,48.7,3,0.10315581622531778,471.7,PosOnly
2025-W21,NXD,Weather,24.2,1,0.05136603869043872,471.7,PosOnly
2025-W21,NXD,Other,12.7,1,0.026904674555071673,471.7,PosOnly
2025-W22,NXD,Late Arrival,236.3,15,0.4541103077155105,520.4,PosOnly
2025-W22,NXD,Ground Ops,129.7,8,0.24923534003467776,520.4,PosOnly
2025-W22,NXD,Engineering,31.1,2,0.05967687539114822,520.4,PosOnly
2025-W22,NXD,OCC,40.1,2,0.07699800224879923,520.4,PosOnly
2025-W22,NXD,ATC,48.3,3,0.09287296614407771,520.4,PosOnly
2025-W22,NXD,Weather,31.7,2,0.06094955223605765,520.4,PosOnly
2025-W22,NXD,Other,3.2,1,0.006156956229728894,520.4,PosOnly
2025-W23,NXD,Late Arrival,537.1,35,0.5006401957864101,1072.8,PosOnly
2025-W23,NXD,Ground Ops,230.4,15,0.21480354377780084,1072.8,PosOnly
2025-W23,NXD,Engineering,65.5,4,0.06109736926389093,1072.8,PosOnly
2025-W23,NXD,OCC,45.2,3,0.04211123929733435,1072.8,PosOnly
2025-W23,NXD,ATC,113.8,7,0.1060808548063557,1072.8,PosOnly
2025-W23,NXD,Weather,63.2,4,0.05886844051488332,1072.8,PosOnly
2025-W23,NXD,Other,17.6,1,0.016398356553324778,1072.8,PosOnly
2025-W24,NXD,Late Arrival,265.3,17,0.46513885168582864,570.4,PosOnly
2025-W24,NXD,Ground Ops,115.5,7,0.20244128349371204,570.4,PosOnly
2025-W24,NXD,Engineering,31.2,2,0.05461739197727215,570.4,PosOnly
2025-W24,NXD,OCC,40.0,2,0.07008720965120498,570.4,PosOnly
2025-W24,NXD,ATC,60.4,4,0.1058103767234535,570.4,PosOnly
2025-W24,NXD,Weather,33.9,2,0.05945193055610084,570.4,PosOnly
2025-W24,NXD,Other,24.2,1,0.04245295591242787,570.4,PosOnly
2025-W25,NXD,Late Arrival,709.5,47,0.5034947244706082,1409.1,PosOnly
2025-W25,NXD,Ground Ops,335.7,22,0.23824605897750967,1409.1,PosOnly
2025-W25,NXD,Engineering,90.3,6,0.06411515962727367,1409.1,PosOnly
2025-W25,NXD,OCC,74.4,4,0.0527960664218424,1409.1,PosOnly
2025-W25,NXD,ATC,121.2,8,0.08599384791974397,1409.1,PosOnly
2025-W25,NXD,Weather,68.7,4,0.04876934630289975,1409.1,PosOnly
2025-W25,NXD,Other,9.3,1,0.006584796280122374,1409.1,PosOnly
2025-W26,NXD,Late Arrival,551.1,36,0.5009937306831352,1100.0,PosOnly
2025-W26,NXD,Ground Ops,269.8,17,0.2452507877754375,1100.0,PosOnly
2025-W26,NXD,Engineering,72.9,4,0.06629026256147769,1100.0,PosOnly
2025-W26,NXD,OCC,45.5,3,0.04139497404130741,1100.0,PosOnly
2025-W26,NXD,ATC,89.4,5,0.08129525675170654,1100.0,PosOnly
2025-W26,NXD,Weather,44.2,2,0.04014572013331837,1100.0,PosOnly
2025-W26,NXD,Other,27.1,1,0.024629268053617204,1100.0,PosOnly
2025-W27,NXD,Late Arrival,235.4,15,0.4865199949930088,483.9,PosOnly
2025-W27,NXD,Ground Ops,119.1,7,0.24603694338026125,483.9,PosOnly
2025-W27,NXD,Engineering,26.2,1,0.05414464393852705,483.9,PosOnly
2025-W27,NXD,OCC,24.9,1,0.05155052439349507,483.9,PosOnly
2025-W27,NXD,ATC,45.0,3,0.09293452871423345,483.9,PosOnly
2025-W27,NXD,Weather,28.0,1,0.05794503640122324,483.9,PosOnly
2025-W27,NXD,Other,5.3,1,0.010868328179251097,483.9,PosOnly
2025-W28,NXD,Late Arrival,387.0,25,0.47012311129838963,823.1,PosOnly
2025-W28,NXD,Ground Ops,192.5,12,0.23392206602261725,823.1,PosOnly
2025-W28,NXD,Engineering,42.2,2,0.05126211241526702,823.1,PosOnly
2025-W28,NXD,OCC,43.5,2,0.05289034607936595,823.1,PosOnly
2025-W28,NXD,ATC,70.2,4,0.08523611394880365,823.1,PosOnly
2025-W28,NXD,Weather,51.8,3,0.06292228160263871,823.1,PosOnly
2025-W28,NXD,Other,35.9,2,0.04364396863291781,823.1,PosOnly
2025-W29,NXD,Late Arrival,683.0,45,0.5190220820153637,1315.9,PosOnly
2025-W29,NXD,Ground Ops,278.0,18,0.211253645597087,1315.9,PosOnly
2025-W29,NXD,Engineering,76.6,5,0.05820104971335737,1315.9,PosOnly
2025-W29,NXD,OCC,73.2,4,0.05565103131987308,1315.9,PosOnly
2025-W29,NXD,ATC,113.5,7,0.08626878822453843,1315.9,PosOnly
2025-W29,NXD,Weather,60.5,4,0.04594353224236272,1315.9,PosOnly
2025-W29,NXD,Other,31.1,2,0.023659870887417722,1315.9,PosOnly
2025-W30,NXD,Late Arrival,171.6,11,0.4799874852089026,357.5,PosOnly
2025-W30,NXD,Ground Ops,74.6,4,0.20874933764675238,357.5,PosOnly
2025-W30,NXD,Engineering,17.4,1,0.04877479806418354,357.5,PosOnly
2025-W30,NXD,OCC,21.6,1,0.06031603409642775,357.5,PosOnly
2025-W30,NXD,ATC,36.0,2,0.10069285545332261,357.5,PosOnly
2025-W30,NXD,Weather,23.6,1,0.06604709320848699,357.5,PosOnly
2025-W30,NXD,Other,12.7,1,0.03543239632192413,357.5,PosOnly
2025-W31,NXD,Late Arrival,432.3,28,0.5006621703134286,863.4,PosOnly
2025-W31,NXD,Ground Ops,178.1,11,0.2063091185074858,863.4,PosOnly
2025-W31,NXD,Engineering,44.2,2,0.051226460823710226,863.4,PosOnly
2025-W31,NXD,OCC,70.2,4,0.08129104718001208,863.4,PosOnly
2025-W31,NXD,ATC,70.8,4,0.08199194837129824,863.4,PosOnly
2025-W31,NXD,Weather,56.9,3,0.06587643401224977,863.4,PosOnly
2025-W31,NXD,Other,10.9,1,0.012642820791815335,863.4,PosOnly
2025-W32,NXD,Late Arrival,306.3,20,0.48837913225007323,627.2,PosOnly
2025-W32,NXD,Ground Ops,132.3,8,0.21090039408559272,627.2,PosOnly
2025-W32,NXD,Engineering,40.6,2,0.06470888750432108,627.2,PosOnly
2025-W32,NXD,OCC,30.6,2,0.048819879160055736,627.2,PosOnly
2025-W32,NXD,ATC,58.2,3,0.0927873260954017,627.2,PosOnly
2025-W32,NXD,Weather,40.1,2,0.06386576578685807,627.2,PosOnly
2025-W32,NXD,Other,19.2,1,0.0305386151176974,627.2,PosOnly
2025-W33,NXD,Late Arrival,237.9,15,0.5120434376753117,464.7,PosOnly
2025-W33,NXD,Ground Ops,91.2,6,0.19635050292052053,464.7,PosOnly
2025-W33,NXD,Engineering,23.9,1,0.05149350957399433,464.7,PosOnly
2025-W33,NXD,OCC,27.0,1,0.05806580285075792,464.7,PosOnly
2025-W33,NXD,ATC,46.4,3,0.09995641896812364,464.7,PosOnly
2025-W33,NXD,Weather,28.1,1,0.060556438580983994,464.7,PosOnly
2025-W33,NXD,Other,10.0,1,0.021533889430307818,464.7,PosOnly
2025-W34,NXD,Late Arrival,190.6,12,0.47138364286598194,404.3,PosOnly
2025-W34,NXD,Ground Ops,86.9,5,0.21493600272098304,404.3,PosOnly
2025-W34,NXD,Engineering,22.8,1,0.05633100935172714,404.3,PosOnly
2025-W34,NXD,OCC,16.8,1,0.04149890834313405,404.3,PosOnly
2025-W34,NXD,ATC,35.4,2,0.08752558674965366,404.3,PosOnly
2025-W34,NXD,Weather,20.6,1,0.05095141740654276,404.3,PosOnly
2025-W34,NXD,Other,31.3,2,0.07737343256197743,404.3,PosOnly
2025-W35,NXD,Late Arrival,362.8,24,0.4605420416036085,787.7,PosOnly
2025-W35,NXD,Ground Ops,212.4,14,0.2696831582121249,787.7,PosOnly
2025-W35,NXD,Engineering,46.3,3,0.058761345606151184,787.7,PosOnly
2025-W35,NXD,OCC,45.3,3,0.057523674782339565,787.7,PosOnly
2025-W35,NXD,ATC,63.2,4,0.08025851771401256,787.7,PosOnly
2025-W35,NXD,Weather,32.6,2,0.04141751016569455,787.7,PosOnly
2025-W35,NXD,Other,25.1,1,0.03181375191606878,787.7,PosOnly
2025-W36,NXD,Late Arrival,78.0,5,0.4914492977432567,158.7,PosOnly
2025-W36,NXD,Ground Ops,31.5,2,0.1982169290663369,158.7,PosOnly
2025-W36,NXD,Engineering,9.5,1,0.059977978728349375,158.7,PosOnly
2025-W36,NXD,OCC,6.7,1,0.04235283766535531,158.7,PosOnly
2025-W36,NXD,ATC,16.3,1,0.10268225847284713,158.7,PosOnly
2025-W36,NXD,Weather,8.1,1,0.05077613191803213,158.7,PosOnly
2025-W36,NXD,Other,8.7,1,0.0545445664058225,158.7,PosOnly
2025-W37,NXD,Late Arrival,599.6,39,0.48886789339300396,1226.6,PosOnly
2025-W37,NXD,Ground Ops,281.9,18,0.22985911941412057,1226.6,PosOnly
2025-W37,NXD,Engineering,77.8,5,0.0634592886957491,1226.6,PosOnly
2025-W37,NXD,OCC,49.3,3,0.04017123368292771,1226.6,PosOnly
2025-W37,NXD,ATC,120.1,8,0.0978933529808082,1226.6,PosOnly
2025-W37,NXD,Weather,78.2,5,0.06376812511511208,1226.6,PosOnly
2025-W37,NXD,Other,19.6,1,0.01598098671827841,1226.6,PosOnly
2025-W38,NXD,Late Arrival,248.5,16,0.4708188371365506,527.9,PosOnly
2025-W38,NXD,Ground Ops,127.1,8,0.2407835462162962,527.9,PosOnly
2025-W38,NXD,Engineering,31.1,2,0.05898097730147232,527.9,PosOnly
2025-W38,NXD,OCC,24.0,1,0.04546513435408121,527.9,PosOnly
2025-W38,NXD,ATC,47.5,3,0.08989356138654507,527.9,PosOnly
2025-W38,NXD,Weather,35.9,2,0.0679583310768999,527.9,PosOnly
2025-W38,NXD,Other,13.8,1,0.026099612528154792,527.9,PosOnly
2025-W39,NXD,Late Arrival,139.7,9,0.46656913961686225,299.4,PosOnly
2025-W39,NXD,Ground Ops,70.5,4,0.23538360335308559,299.4,PosOnly
2025-W39,NXD,Engineering,18.4,1,0.061460764728935705,299.4,PosOnly
2025-W39,NXD,OCC,26.2,1,0.08752795684706279,299.4,PosOnly
2025-W39,NXD,ATC,28.7,1,0.09582909081813447,299.4,PosOnly
2025-W39,NXD,Weather,12.6,1,0.04202122915399019,299.4,PosOnly
2025-W39,NXD,Other,3.4,1,0.011208215481929018,299.4,PosOnly
2025-W40,NXD,Late Arrival,170.5,11,0.5130194669730787,332.3,PosOnly
2025-W40,NXD,Ground Ops,71.9,4,0.2164527566068516,332.3,PosOnly
2025-W40,NXD,Engineering,20.4,1,0.06131892317851837,332.3,PosOnly
2025-W40,NXD,OCC,16.2,1,0.048622893177217866,332.3,PosOnly
2025-W40,NXD,ATC,33.8,2,0.10177102912167607,332.3,PosOnly
2025-W40,NXD,Weather,14.0,1,0.04205862571326577,332.3,PosOnly
2025-W40,NXD,Other,5.6,1,0.016756305229391588,332.3,PosOnly
2025-W41,NXD,Late Arrival,82.0,5,0.47257243230072443,173.6,PosOnly
2025-W41,NXD,Ground Ops,38.3,2,0.2206039925865195,173.6,PosOnly
2025-W41,NXD,Engineering,9.9,1,0.05688812509777184,173.6,PosOnly
2025-W41,NXD,OCC,9.3,1,0.053529155886668164,173.6,PosOnly
2025-W41,NXD,ATC,17.5,1,0.10091820985489787,173.6,PosOnly
2025-W41,NXD,Weather,11.9,1,0.06870914753892339,173.6,PosOnly
2025-W41,NXD,Other,4.6,1,0.026778936734494774,173.6,PosOnly
2025-W42,NXD,Late Arrival,360.0,24,0.4612272526847415,780.5,PosOnly
2025-W42,NXD,Ground Ops,176.5,11,0.22609765254934355,780.5,PosOnly
